Weight vector: [[ 0.90032473  0.78604619  0.85077613  1.29870263  0.1298506   1.57192678
   0.99844888 -0.01520158]]
Learning rate: 0.75
Step	Cost
2587	[14.98204476]
2588	[14.98204443]
2589	[14.98204411]
2590	[14.98204379]
2591	[14.98204347]
2592	[14.98204316]
2593	[14.98204284]
2594	[14.98204252]
2595	[14.98204221]
2596	[14.98204189]
2597	[14.98204158]
2598	[14.98204127]
2599	[14.98204096]
2600	[14.98204065]
2601	[14.98204034]
2602	[14.98204003]
2603	[14.98203973]
2604	[14.98203942]
2605	[14.98203911]
2606	[14.98203881]
2607	[14.98203851]
2608	[14.98203821]
2609	[14.9820379]
2610	[14.9820376]
2611	[14.98203731]
2612	[14.98203701]
2613	[14.98203671]
2614	[14.98203641]
2615	[14.98203612]
2616	[14.98203582]
2617	[14.98203553]
2618	[14.98203524]
2619	[14.98203495]
2620	[14.98203466]
2621	[14.98203437]
2622	[14.98203408]
2623	[14.98203379]
2624	[14.9820335]
2625	[14.98203322]
2626	[14.98203293]
2627	[14.98203265]
2628	[14.98203236]
2629	[14.98203208]
2630	[14.9820318]
2631	[14.98203152]
2632	[14.98203124]
2633	[14.98203096]
2634	[14.98203068]
2635	[14.9820304]
2636	[14.98203013]
2637	[14.98202985]
2638	[14.98202958]
2639	[14.9820293]
2640	[14.98202903]
2641	[14.98202876]
2642	[14.98202849]
2643	[14.98202822]
2644	[14.98202795]
2645	[14.98202768]
2646	[14.98202741]
2647	[14.98202715]
2648	[14.98202688]
2649	[14.98202662]
2650	[14.98202635]
2651	[14.98202609]
2652	[14.98202583]
2653	[14.98202556]
2654	[14.9820253]
2655	[14.98202504]
2656	[14.98202478]
2657	[14.98202453]
2658	[14.98202427]
2659	[14.98202401]
2660	[14.98202376]
2661	[14.9820235]
2662	[14.98202325]
2663	[14.98202299]
2664	[14.98202274]
2665	[14.98202249]
2666	[14.98202224]
2667	[14.98202199]
2668	[14.98202174]
2669	[14.98202149]
2670	[14.98202124]
2671	[14.98202099]
2672	[14.98202075]
2673	[14.9820205]
2674	[14.98202026]
2675	[14.98202001]
2676	[14.98201977]
2677	[14.98201953]
2678	[14.98201929]
2679	[14.98201905]
2680	[14.98201881]
2681	[14.98201857]
2682	[14.98201833]
2683	[14.98201809]
2684	[14.98201785]
2685	[14.98201762]
2686	[14.98201738]
2687	[14.98201715]
2688	[14.98201691]
2689	[14.98201668]
2690	[14.98201645]
2691	[14.98201621]
2692	[14.98201598]
2693	[14.98201575]
2694	[14.98201552]
2695	[14.98201529]
2696	[14.98201507]
2697	[14.98201484]
2698	[14.98201461]
2699	[14.98201439]
2700	[14.98201416]
2701	[14.98201394]
2702	[14.98201371]
2703	[14.98201349]
2704	[14.98201327]
2705	[14.98201305]
2706	[14.98201282]
2707	[14.9820126]
2708	[14.98201238]
2709	[14.98201217]
2710	[14.98201195]
2711	[14.98201173]
2712	[14.98201151]
2713	[14.9820113]
2714	[14.98201108]
2715	[14.98201087]
2716	[14.98201065]
2717	[14.98201044]
2718	[14.98201023]
2719	[14.98201002]
2720	[14.9820098]
2721	[14.98200959]
2722	[14.98200938]
2723	[14.98200917]
2724	[14.98200897]
2725	[14.98200876]
2726	[14.98200855]
2727	[14.98200834]
2728	[14.98200814]
2729	[14.98200793]
2730	[14.98200773]
2731	[14.98200752]
2732	[14.98200732]
2733	[14.98200712]
2734	[14.98200692]
2735	[14.98200671]
2736	[14.98200651]
2737	[14.98200631]
2738	[14.98200611]
2739	[14.98200591]
2740	[14.98200572]
2741	[14.98200552]
2742	[14.98200532]
2743	[14.98200513]
2744	[14.98200493]
2745	[14.98200473]
2746	[14.98200454]
2747	[14.98200435]
2748	[14.98200415]
2749	[14.98200396]
2750	[14.98200377]
2751	[14.98200358]
2752	[14.98200339]
2753	[14.9820032]
2754	[14.98200301]
2755	[14.98200282]
2756	[14.98200263]
2757	[14.98200244]
2758	[14.98200225]
2759	[14.98200207]
2760	[14.98200188]
2761	[14.9820017]
2762	[14.98200151]
2763	[14.98200133]
2764	[14.98200114]
2765	[14.98200096]
2766	[14.98200078]
2767	[14.9820006]
2768	[14.98200041]
2769	[14.98200023]
2770	[14.98200005]
2771	[14.98199987]
2772	[14.98199969]
2773	[14.98199952]
2774	[14.98199934]
2775	[14.98199916]
2776	[14.98199898]
2777	[14.98199881]
2778	[14.98199863]
2779	[14.98199846]
2780	[14.98199828]
2781	[14.98199811]
2782	[14.98199794]
2783	[14.98199776]
2784	[14.98199759]
2785	[14.98199742]
2786	[14.98199725]
2787	[14.98199708]
2788	[14.98199691]
2789	[14.98199674]
2790	[14.98199657]
2791	[14.9819964]
2792	[14.98199623]
2793	[14.98199606]
2794	[14.9819959]
2795	[14.98199573]
2796	[14.98199556]
2797	[14.9819954]
2798	[14.98199523]
2799	[14.98199507]
2800	[14.98199491]
2801	[14.98199474]
2802	[14.98199458]
2803	[14.98199442]
2804	[14.98199426]
2805	[14.9819941]
2806	[14.98199394]
2807	[14.98199378]
2808	[14.98199362]
2809	[14.98199346]
2810	[14.9819933]
2811	[14.98199314]
2812	[14.98199298]
2813	[14.98199283]
2814	[14.98199267]
2815	[14.98199251]
2816	[14.98199236]
2817	[14.9819922]
2818	[14.98199205]
2819	[14.98199189]
2820	[14.98199174]
2821	[14.98199159]
2822	[14.98199143]
2823	[14.98199128]
2824	[14.98199113]
2825	[14.98199098]
2826	[14.98199083]
2827	[14.98199068]
2828	[14.98199053]
2829	[14.98199038]
2830	[14.98199023]
2831	[14.98199008]
2832	[14.98198993]
2833	[14.98198979]
2834	[14.98198964]
2835	[14.98198949]
2836	[14.98198935]
2837	[14.9819892]
2838	[14.98198906]
2839	[14.98198891]
2840	[14.98198877]
2841	[14.98198862]
2842	[14.98198848]
2843	[14.98198834]
2844	[14.9819882]
2845	[14.98198805]
2846	[14.98198791]
2847	[14.98198777]
2848	[14.98198763]
2849	[14.98198749]
2850	[14.98198735]
2851	[14.98198721]
2852	[14.98198707]
2853	[14.98198694]
2854	[14.9819868]
2855	[14.98198666]
2856	[14.98198652]
2857	[14.98198639]
2858	[14.98198625]
2859	[14.98198612]
2860	[14.98198598]
2861	[14.98198585]
2862	[14.98198571]
2863	[14.98198558]
2864	[14.98198544]
2865	[14.98198531]
2866	[14.98198518]
2867	[14.98198505]
2868	[14.98198491]
2869	[14.98198478]
2870	[14.98198465]
2871	[14.98198452]
2872	[14.98198439]
2873	[14.98198426]
2874	[14.98198413]
2875	[14.981984]
2876	[14.98198387]
2877	[14.98198375]
2878	[14.98198362]
2879	[14.98198349]
2880	[14.98198336]
2881	[14.98198324]
2882	[14.98198311]
2883	[14.98198299]
2884	[14.98198286]
2885	[14.98198274]
2886	[14.98198261]
2887	[14.98198249]
2888	[14.98198236]
2889	[14.98198224]
2890	[14.98198212]
2891	[14.981982]
2892	[14.98198187]
2893	[14.98198175]
2894	[14.98198163]
2895	[14.98198151]
2896	[14.98198139]
2897	[14.98198127]
2898	[14.98198115]
2899	[14.98198103]
2900	[14.98198091]
2901	[14.98198079]
2902	[14.98198067]
2903	[14.98198056]
2904	[14.98198044]
2905	[14.98198032]
2906	[14.9819802]
2907	[14.98198009]
2908	[14.98197997]
2909	[14.98197986]
2910	[14.98197974]
2911	[14.98197963]
2912	[14.98197951]
2913	[14.9819794]
2914	[14.98197928]
2915	[14.98197917]
2916	[14.98197906]
2917	[14.98197894]
2918	[14.98197883]
2919	[14.98197872]
2920	[14.98197861]
2921	[14.9819785]
2922	[14.98197839]
2923	[14.98197828]
2924	[14.98197817]
2925	[14.98197806]
2926	[14.98197795]
2927	[14.98197784]
2928	[14.98197773]
2929	[14.98197762]
2930	[14.98197751]
2931	[14.9819774]
2932	[14.9819773]
2933	[14.98197719]
2934	[14.98197708]
2935	[14.98197698]
2936	[14.98197687]
2937	[14.98197676]
2938	[14.98197666]
2939	[14.98197655]
2940	[14.98197645]
2941	[14.98197634]
2942	[14.98197624]
2943	[14.98197614]
2944	[14.98197603]
2945	[14.98197593]
2946	[14.98197583]
2947	[14.98197572]
2948	[14.98197562]
2949	[14.98197552]
2950	[14.98197542]
2951	[14.98197532]
2952	[14.98197522]
2953	[14.98197512]
2954	[14.98197502]
2955	[14.98197492]
2956	[14.98197482]
2957	[14.98197472]
2958	[14.98197462]
2959	[14.98197452]
2960	[14.98197442]
2961	[14.98197432]
2962	[14.98197423]
2963	[14.98197413]
2964	[14.98197403]
2965	[14.98197394]
2966	[14.98197384]
2967	[14.98197374]
2968	[14.98197365]
2969	[14.98197355]
2970	[14.98197346]
2971	[14.98197336]
2972	[14.98197327]
2973	[14.98197317]
2974	[14.98197308]
2975	[14.98197298]
2976	[14.98197289]
2977	[14.9819728]
2978	[14.98197271]
2979	[14.98197261]
2980	[14.98197252]
2981	[14.98197243]
2982	[14.98197234]
2983	[14.98197225]
2984	[14.98197215]
2985	[14.98197206]
2986	[14.98197197]
2987	[14.98197188]
2988	[14.98197179]
2989	[14.9819717]
2990	[14.98197161]
2991	[14.98197153]
2992	[14.98197144]
2993	[14.98197135]
2994	[14.98197126]
2995	[14.98197117]
2996	[14.98197108]
2997	[14.981971]
2998	[14.98197091]
2999	[14.98197082]
3000	[14.98197074]
3001	[14.98197065]
3002	[14.98197056]
3003	[14.98197048]
3004	[14.98197039]
3005	[14.98197031]
3006	[14.98197022]
3007	[14.98197014]
3008	[14.98197005]
3009	[14.98196997]
3010	[14.98196989]
3011	[14.9819698]
3012	[14.98196972]
3013	[14.98196964]
3014	[14.98196955]
3015	[14.98196947]
3016	[14.98196939]
3017	[14.98196931]
3018	[14.98196923]
3019	[14.98196914]
3020	[14.98196906]
3021	[14.98196898]
3022	[14.9819689]
3023	[14.98196882]
3024	[14.98196874]
3025	[14.98196866]
3026	[14.98196858]
3027	[14.9819685]
3028	[14.98196842]
3029	[14.98196834]
3030	[14.98196827]
3031	[14.98196819]
3032	[14.98196811]
3033	[14.98196803]
3034	[14.98196795]
3035	[14.98196788]
3036	[14.9819678]
3037	[14.98196772]
3038	[14.98196765]
3039	[14.98196757]
3040	[14.98196749]
3041	[14.98196742]
3042	[14.98196734]
3043	[14.98196727]
3044	[14.98196719]
3045	[14.98196712]
3046	[14.98196704]
3047	[14.98196697]
3048	[14.98196689]
3049	[14.98196682]
3050	[14.98196675]
3051	[14.98196667]
3052	[14.9819666]
3053	[14.98196653]
3054	[14.98196645]
3055	[14.98196638]
3056	[14.98196631]
3057	[14.98196624]
3058	[14.98196616]
3059	[14.98196609]
3060	[14.98196602]
3061	[14.98196595]
3062	[14.98196588]
3063	[14.98196581]
3064	[14.98196574]
3065	[14.98196567]
3066	[14.9819656]
3067	[14.98196553]
3068	[14.98196546]
3069	[14.98196539]
3070	[14.98196532]
3071	[14.98196525]
3072	[14.98196518]
3073	[14.98196511]
3074	[14.98196504]
3075	[14.98196498]
3076	[14.98196491]
3077	[14.98196484]
3078	[14.98196477]
3079	[14.98196471]
3080	[14.98196464]
3081	[14.98196457]
3082	[14.9819645]
3083	[14.98196444]
3084	[14.98196437]
3085	[14.98196431]
3086	[14.98196424]
3087	[14.98196417]
3088	[14.98196411]
3089	[14.98196404]
3090	[14.98196398]
3091	[14.98196391]
3092	[14.98196385]
3093	[14.98196379]
3094	[14.98196372]
3095	[14.98196366]
3096	[14.98196359]
3097	[14.98196353]
3098	[14.98196347]
3099	[14.9819634]
3100	[14.98196334]
3101	[14.98196328]
3102	[14.98196322]
3103	[14.98196315]
3104	[14.98196309]
3105	[14.98196303]
3106	[14.98196297]
3107	[14.98196291]
3108	[14.98196285]
3109	[14.98196278]
3110	[14.98196272]
3111	[14.98196266]
3112	[14.9819626]
3113	[14.98196254]
3114	[14.98196248]
3115	[14.98196242]
3116	[14.98196236]
3117	[14.9819623]
3118	[14.98196224]
3119	[14.98196218]
3120	[14.98196213]
3121	[14.98196207]
3122	[14.98196201]
3123	[14.98196195]
3124	[14.98196189]
3125	[14.98196183]
3126	[14.98196178]
3127	[14.98196172]
3128	[14.98196166]
3129	[14.9819616]
3130	[14.98196155]
3131	[14.98196149]
3132	[14.98196143]
3133	[14.98196137]
3134	[14.98196132]
3135	[14.98196126]
3136	[14.98196121]
3137	[14.98196115]
3138	[14.98196109]
3139	[14.98196104]
3140	[14.98196098]
3141	[14.98196093]
3142	[14.98196087]
3143	[14.98196082]
3144	[14.98196076]
3145	[14.98196071]
3146	[14.98196066]
3147	[14.9819606]
3148	[14.98196055]
3149	[14.98196049]
3150	[14.98196044]
3151	[14.98196039]
3152	[14.98196033]
3153	[14.98196028]
3154	[14.98196023]
3155	[14.98196017]
3156	[14.98196012]
3157	[14.98196007]
3158	[14.98196002]
3159	[14.98195996]
3160	[14.98195991]
3161	[14.98195986]
3162	[14.98195981]
3163	[14.98195976]
3164	[14.98195971]
3165	[14.98195966]
3166	[14.9819596]
3167	[14.98195955]
3168	[14.9819595]
3169	[14.98195945]
3170	[14.9819594]
3171	[14.98195935]
3172	[14.9819593]
3173	[14.98195925]
3174	[14.9819592]
3175	[14.98195915]
3176	[14.9819591]
3177	[14.98195905]
3178	[14.98195901]
3179	[14.98195896]
3180	[14.98195891]
3181	[14.98195886]
3182	[14.98195881]
3183	[14.98195876]
3184	[14.98195872]
3185	[14.98195867]
3186	[14.98195862]
3187	[14.98195857]
3188	[14.98195852]
3189	[14.98195848]
3190	[14.98195843]
3191	[14.98195838]
3192	[14.98195834]
3193	[14.98195829]
3194	[14.98195824]
3195	[14.9819582]
3196	[14.98195815]
3197	[14.9819581]
3198	[14.98195806]
3199	[14.98195801]
3200	[14.98195797]
3201	[14.98195792]
3202	[14.98195787]
3203	[14.98195783]
3204	[14.98195778]
3205	[14.98195774]
3206	[14.98195769]
3207	[14.98195765]
3208	[14.98195761]
3209	[14.98195756]
3210	[14.98195752]
3211	[14.98195747]
3212	[14.98195743]
3213	[14.98195738]
3214	[14.98195734]
3215	[14.9819573]
3216	[14.98195725]
3217	[14.98195721]
3218	[14.98195717]
3219	[14.98195712]
3220	[14.98195708]
3221	[14.98195704]
3222	[14.981957]
3223	[14.98195695]
3224	[14.98195691]
3225	[14.98195687]
3226	[14.98195683]
3227	[14.98195679]
3228	[14.98195674]
3229	[14.9819567]
3230	[14.98195666]
3231	[14.98195662]
3232	[14.98195658]
3233	[14.98195654]
3234	[14.9819565]
3235	[14.98195645]
3236	[14.98195641]
3237	[14.98195637]
3238	[14.98195633]
3239	[14.98195629]
3240	[14.98195625]
3241	[14.98195621]
3242	[14.98195617]
3243	[14.98195613]
3244	[14.98195609]
3245	[14.98195605]
3246	[14.98195601]
3247	[14.98195597]
3248	[14.98195593]
3249	[14.9819559]
3250	[14.98195586]
3251	[14.98195582]
3252	[14.98195578]
3253	[14.98195574]
3254	[14.9819557]
3255	[14.98195566]
3256	[14.98195563]
3257	[14.98195559]
3258	[14.98195555]
3259	[14.98195551]
3260	[14.98195547]
3261	[14.98195544]
3262	[14.9819554]
3263	[14.98195536]
3264	[14.98195532]
3265	[14.98195529]
3266	[14.98195525]
3267	[14.98195521]
3268	[14.98195518]
3269	[14.98195514]
3270	[14.9819551]
3271	[14.98195507]
3272	[14.98195503]
3273	[14.98195499]
3274	[14.98195496]
3275	[14.98195492]
3276	[14.98195489]
3277	[14.98195485]
3278	[14.98195481]
3279	[14.98195478]
3280	[14.98195474]
3281	[14.98195471]
3282	[14.98195467]
3283	[14.98195464]
3284	[14.9819546]
3285	[14.98195457]
3286	[14.98195453]
3287	[14.9819545]
3288	[14.98195446]
3289	[14.98195443]
3290	[14.9819544]
3291	[14.98195436]
3292	[14.98195433]
3293	[14.98195429]
3294	[14.98195426]
3295	[14.98195423]
3296	[14.98195419]
3297	[14.98195416]
3298	[14.98195412]
3299	[14.98195409]
3300	[14.98195406]
3301	[14.98195403]
3302	[14.98195399]
3303	[14.98195396]
3304	[14.98195393]
3305	[14.98195389]
3306	[14.98195386]
3307	[14.98195383]
3308	[14.9819538]
3309	[14.98195376]
3310	[14.98195373]
3311	[14.9819537]
3312	[14.98195367]
3313	[14.98195364]
3314	[14.9819536]
3315	[14.98195357]
3316	[14.98195354]
3317	[14.98195351]
3318	[14.98195348]
3319	[14.98195345]
3320	[14.98195342]
3321	[14.98195338]
3322	[14.98195335]
3323	[14.98195332]
3324	[14.98195329]
3325	[14.98195326]
3326	[14.98195323]
3327	[14.9819532]
3328	[14.98195317]
3329	[14.98195314]
3330	[14.98195311]
3331	[14.98195308]
3332	[14.98195305]
3333	[14.98195302]
3334	[14.98195299]
3335	[14.98195296]
3336	[14.98195293]
3337	[14.9819529]
3338	[14.98195287]
3339	[14.98195284]
3340	[14.98195281]
3341	[14.98195278]
3342	[14.98195275]
3343	[14.98195273]
3344	[14.9819527]
3345	[14.98195267]
3346	[14.98195264]
3347	[14.98195261]
3348	[14.98195258]
3349	[14.98195255]
3350	[14.98195252]
3351	[14.9819525]
3352	[14.98195247]
3353	[14.98195244]
3354	[14.98195241]
3355	[14.98195238]
3356	[14.98195236]
3357	[14.98195233]
3358	[14.9819523]
3359	[14.98195227]
3360	[14.98195225]
3361	[14.98195222]
3362	[14.98195219]
3363	[14.98195216]
3364	[14.98195214]
3365	[14.98195211]
3366	[14.98195208]
3367	[14.98195206]
3368	[14.98195203]
3369	[14.981952]
3370	[14.98195198]
3371	[14.98195195]
3372	[14.98195192]
3373	[14.9819519]
3374	[14.98195187]
3375	[14.98195185]
3376	[14.98195182]
3377	[14.98195179]
3378	[14.98195177]
3379	[14.98195174]
3380	[14.98195172]
3381	[14.98195169]
3382	[14.98195166]
3383	[14.98195164]
3384	[14.98195161]
3385	[14.98195159]
3386	[14.98195156]
3387	[14.98195154]
3388	[14.98195151]
3389	[14.98195149]
3390	[14.98195146]
3391	[14.98195144]
3392	[14.98195141]
3393	[14.98195139]
3394	[14.98195136]
3395	[14.98195134]
3396	[14.98195131]
3397	[14.98195129]
3398	[14.98195127]
3399	[14.98195124]
3400	[14.98195122]
3401	[14.98195119]
3402	[14.98195117]
3403	[14.98195115]
3404	[14.98195112]
3405	[14.9819511]
3406	[14.98195107]
3407	[14.98195105]
3408	[14.98195103]
3409	[14.981951]
3410	[14.98195098]
3411	[14.98195096]
3412	[14.98195093]
3413	[14.98195091]
3414	[14.98195089]
3415	[14.98195086]
3416	[14.98195084]
3417	[14.98195082]
3418	[14.9819508]
3419	[14.98195077]
3420	[14.98195075]
3421	[14.98195073]
3422	[14.98195071]
3423	[14.98195068]
3424	[14.98195066]
3425	[14.98195064]
3426	[14.98195062]
3427	[14.98195059]
3428	[14.98195057]
3429	[14.98195055]
3430	[14.98195053]
3431	[14.98195051]
3432	[14.98195048]
3433	[14.98195046]
3434	[14.98195044]
3435	[14.98195042]
3436	[14.9819504]
3437	[14.98195038]
3438	[14.98195035]
3439	[14.98195033]
3440	[14.98195031]
3441	[14.98195029]
3442	[14.98195027]
3443	[14.98195025]
3444	[14.98195023]
3445	[14.98195021]
3446	[14.98195019]
3447	[14.98195017]
3448	[14.98195014]
3449	[14.98195012]
3450	[14.9819501]
3451	[14.98195008]
3452	[14.98195006]
3453	[14.98195004]
3454	[14.98195002]
3455	[14.98195]
3456	[14.98194998]
3457	[14.98194996]
3458	[14.98194994]
3459	[14.98194992]
3460	[14.9819499]
3461	[14.98194988]
3462	[14.98194986]
3463	[14.98194984]
3464	[14.98194982]
3465	[14.9819498]
3466	[14.98194978]
3467	[14.98194976]
3468	[14.98194974]
3469	[14.98194972]
3470	[14.9819497]
3471	[14.98194969]
3472	[14.98194967]
3473	[14.98194965]
3474	[14.98194963]
3475	[14.98194961]
3476	[14.98194959]
3477	[14.98194957]
3478	[14.98194955]
3479	[14.98194953]
3480	[14.98194951]
3481	[14.9819495]
3482	[14.98194948]
3483	[14.98194946]
3484	[14.98194944]
3485	[14.98194942]
3486	[14.9819494]
3487	[14.98194939]
3488	[14.98194937]
3489	[14.98194935]
3490	[14.98194933]
3491	[14.98194931]
3492	[14.98194929]
3493	[14.98194928]
3494	[14.98194926]
3495	[14.98194924]
3496	[14.98194922]
3497	[14.98194921]
3498	[14.98194919]
3499	[14.98194917]
3500	[14.98194915]
3501	[14.98194914]
3502	[14.98194912]
3503	[14.9819491]
3504	[14.98194908]
3505	[14.98194907]
3506	[14.98194905]
3507	[14.98194903]
3508	[14.98194901]
3509	[14.981949]
3510	[14.98194898]
3511	[14.98194896]
3512	[14.98194895]
3513	[14.98194893]
3514	[14.98194891]
3515	[14.9819489]
3516	[14.98194888]
3517	[14.98194886]
3518	[14.98194885]
3519	[14.98194883]
3520	[14.98194881]
3521	[14.9819488]
3522	[14.98194878]
3523	[14.98194876]
3524	[14.98194875]
3525	[14.98194873]
3526	[14.98194872]
3527	[14.9819487]
3528	[14.98194868]
3529	[14.98194867]
3530	[14.98194865]
3531	[14.98194864]
3532	[14.98194862]
3533	[14.9819486]
3534	[14.98194859]
3535	[14.98194857]
3536	[14.98194856]
3537	[14.98194854]
3538	[14.98194853]
3539	[14.98194851]
3540	[14.98194849]
3541	[14.98194848]
3542	[14.98194846]
3543	[14.98194845]
3544	[14.98194843]
3545	[14.98194842]
3546	[14.9819484]
3547	[14.98194839]
3548	[14.98194837]
3549	[14.98194836]
3550	[14.98194834]
3551	[14.98194833]
3552	[14.98194831]
3553	[14.9819483]
3554	[14.98194828]
3555	[14.98194827]
3556	[14.98194825]
3557	[14.98194824]
3558	[14.98194822]
3559	[14.98194821]
3560	[14.9819482]
3561	[14.98194818]
3562	[14.98194817]
3563	[14.98194815]
3564	[14.98194814]
3565	[14.98194812]
3566	[14.98194811]
3567	[14.9819481]
3568	[14.98194808]
3569	[14.98194807]
3570	[14.98194805]
3571	[14.98194804]
3572	[14.98194803]
3573	[14.98194801]
3574	[14.981948]
3575	[14.98194798]
3576	[14.98194797]
3577	[14.98194796]
3578	[14.98194794]
3579	[14.98194793]
3580	[14.98194792]
3581	[14.9819479]
3582	[14.98194789]
3583	[14.98194787]
3584	[14.98194786]
3585	[14.98194785]
3586	[14.98194783]
3587	[14.98194782]
3588	[14.98194781]
3589	[14.98194779]
3590	[14.98194778]
3591	[14.98194777]
3592	[14.98194776]
3593	[14.98194774]
3594	[14.98194773]
3595	[14.98194772]
3596	[14.9819477]
3597	[14.98194769]
3598	[14.98194768]
3599	[14.98194766]
3600	[14.98194765]
3601	[14.98194764]
3602	[14.98194763]
3603	[14.98194761]
3604	[14.9819476]
3605	[14.98194759]
3606	[14.98194758]
3607	[14.98194756]
3608	[14.98194755]
3609	[14.98194754]
3610	[14.98194753]
3611	[14.98194751]
3612	[14.9819475]
3613	[14.98194749]
3614	[14.98194748]
3615	[14.98194747]
3616	[14.98194745]
3617	[14.98194744]
3618	[14.98194743]
3619	[14.98194742]
3620	[14.98194741]
3621	[14.98194739]
3622	[14.98194738]
3623	[14.98194737]
3624	[14.98194736]
3625	[14.98194735]
3626	[14.98194733]
3627	[14.98194732]
3628	[14.98194731]
3629	[14.9819473]
3630	[14.98194729]
3631	[14.98194728]
3632	[14.98194726]
3633	[14.98194725]
3634	[14.98194724]
3635	[14.98194723]
3636	[14.98194722]
3637	[14.98194721]
3638	[14.9819472]
3639	[14.98194718]
3640	[14.98194717]
3641	[14.98194716]
3642	[14.98194715]
3643	[14.98194714]
3644	[14.98194713]
3645	[14.98194712]
3646	[14.98194711]
3647	[14.9819471]
3648	[14.98194708]
3649	[14.98194707]
3650	[14.98194706]
3651	[14.98194705]
3652	[14.98194704]
3653	[14.98194703]
3654	[14.98194702]
3655	[14.98194701]
3656	[14.981947]
3657	[14.98194699]
3658	[14.98194698]
3659	[14.98194697]
3660	[14.98194696]
3661	[14.98194695]
3662	[14.98194694]
3663	[14.98194692]
3664	[14.98194691]
3665	[14.9819469]
3666	[14.98194689]
3667	[14.98194688]
3668	[14.98194687]
3669	[14.98194686]
3670	[14.98194685]
3671	[14.98194684]
3672	[14.98194683]
3673	[14.98194682]
3674	[14.98194681]
3675	[14.9819468]
3676	[14.98194679]
3677	[14.98194678]
3678	[14.98194677]
3679	[14.98194676]
3680	[14.98194675]
3681	[14.98194674]
3682	[14.98194673]
3683	[14.98194672]
3684	[14.98194671]
3685	[14.9819467]
3686	[14.98194669]
3687	[14.98194668]
3688	[14.98194667]
3689	[14.98194666]
3690	[14.98194666]
3691	[14.98194665]
3692	[14.98194664]
3693	[14.98194663]
3694	[14.98194662]
3695	[14.98194661]
3696	[14.9819466]
3697	[14.98194659]
3698	[14.98194658]
3699	[14.98194657]
3700	[14.98194656]
3701	[14.98194655]
3702	[14.98194654]
3703	[14.98194653]
3704	[14.98194652]
3705	[14.98194652]
3706	[14.98194651]
3707	[14.9819465]
3708	[14.98194649]
3709	[14.98194648]
3710	[14.98194647]
3711	[14.98194646]
3712	[14.98194645]
3713	[14.98194644]
3714	[14.98194643]
3715	[14.98194643]
3716	[14.98194642]
3717	[14.98194641]
3718	[14.9819464]
3719	[14.98194639]
3720	[14.98194638]
3721	[14.98194637]
3722	[14.98194636]
3723	[14.98194636]
3724	[14.98194635]
3725	[14.98194634]
3726	[14.98194633]
3727	[14.98194632]
3728	[14.98194631]
3729	[14.9819463]
3730	[14.9819463]
3731	[14.98194629]
3732	[14.98194628]
3733	[14.98194627]
3734	[14.98194626]
3735	[14.98194625]
3736	[14.98194625]
3737	[14.98194624]
3738	[14.98194623]
3739	[14.98194622]
3740	[14.98194621]
3741	[14.98194621]
3742	[14.9819462]
3743	[14.98194619]
3744	[14.98194618]
3745	[14.98194617]
3746	[14.98194616]
3747	[14.98194616]
3748	[14.98194615]
3749	[14.98194614]
3750	[14.98194613]
3751	[14.98194613]
3752	[14.98194612]
3753	[14.98194611]
3754	[14.9819461]
3755	[14.98194609]
3756	[14.98194609]
3757	[14.98194608]
3758	[14.98194607]
3759	[14.98194606]
3760	[14.98194606]
3761	[14.98194605]
3762	[14.98194604]
3763	[14.98194603]
3764	[14.98194602]
3765	[14.98194602]
3766	[14.98194601]
3767	[14.981946]
3768	[14.98194599]
3769	[14.98194599]
3770	[14.98194598]
3771	[14.98194597]
3772	[14.98194597]
3773	[14.98194596]
3774	[14.98194595]
3775	[14.98194594]
3776	[14.98194594]
3777	[14.98194593]
3778	[14.98194592]
3779	[14.98194591]
3780	[14.98194591]
3781	[14.9819459]
3782	[14.98194589]
3783	[14.98194589]
3784	[14.98194588]
3785	[14.98194587]
3786	[14.98194586]
3787	[14.98194586]
3788	[14.98194585]
3789	[14.98194584]
3790	[14.98194584]
3791	[14.98194583]
3792	[14.98194582]
3793	[14.98194582]
3794	[14.98194581]
3795	[14.9819458]
3796	[14.9819458]
3797	[14.98194579]
3798	[14.98194578]
3799	[14.98194577]
3800	[14.98194577]
3801	[14.98194576]
3802	[14.98194575]
3803	[14.98194575]
3804	[14.98194574]
3805	[14.98194573]
3806	[14.98194573]
3807	[14.98194572]
3808	[14.98194571]
3809	[14.98194571]
3810	[14.9819457]
3811	[14.9819457]
3812	[14.98194569]
3813	[14.98194568]
3814	[14.98194568]
3815	[14.98194567]
3816	[14.98194566]
3817	[14.98194566]
3818	[14.98194565]
3819	[14.98194564]
3820	[14.98194564]
3821	[14.98194563]
3822	[14.98194562]
3823	[14.98194562]
3824	[14.98194561]
3825	[14.98194561]
3826	[14.9819456]
3827	[14.98194559]
3828	[14.98194559]
3829	[14.98194558]
3830	[14.98194558]
3831	[14.98194557]
3832	[14.98194556]
3833	[14.98194556]
3834	[14.98194555]
3835	[14.98194555]
3836	[14.98194554]
3837	[14.98194553]
3838	[14.98194553]
3839	[14.98194552]
3840	[14.98194552]
3841	[14.98194551]
3842	[14.9819455]
3843	[14.9819455]
3844	[14.98194549]
3845	[14.98194549]
3846	[14.98194548]
3847	[14.98194547]
3848	[14.98194547]
3849	[14.98194546]
3850	[14.98194546]
3851	[14.98194545]
3852	[14.98194545]
